Rank,Log_Frequency,Word,Kana
489,5.041617031704985,計画,けいかく
491,5.039028368597474,政治,せいじ
503,5.011767985692189,今後,こんご
507,5.00112353372366,文化,ぶんか
510,4.991860138769922,違う,たがう
514,4.977354239527594,評価,ひょうか
516,4.972656476138474,対応,たいおう
522,4.962844630259907,自由,じゆう
531,4.941928096086464,全体,ぜんたい
533,4.938781190328273,報告,ほうこく
534,4.936414495065001,程度,ていど
541,4.928991305055746,予定,よてい
542,4.927036270219943,代表,だいひょう
545,4.9247142315886165,経験,けいけん
549,4.918666193332852,以外,いがい
553,4.916471124038507,価格,かかく
554,4.913757219119769,投資,とうし
555,4.9119193211570975,経営,けいえい
560,4.900225012769285,自然,じねん
561,4.8993312245375815,商品,しょうひん
563,4.896420883316897,発表,はっぴょう
564,4.893427093190715,目的,もくてき
565,4.890123538868615,影響,えいきょう
566,4.8895969657192,地方,じかた
572,4.878398301469722,選手,せんしゅ
573,4.8721392168423305,無い,ない
578,4.866841903007641,実は,じつは
580,4.86514698734765,違い,ちがい
582,4.861980594772785,確認,かくにん
584,4.857872539543846,下さい,ください
586,4.857406411505573,例えば,たとえば
587,4.856395721429257,中心,ちゅうしん
589,4.855306142365902,市場,しじょう
591,4.853435526076081,提供,ていきょう
594,4.850623024222136,事実,じじつ
602,4.8433205694088235,責任,せきにん
605,4.840795514804357,通り,どおり
607,4.838105639764771,議論,ぎろん
614,4.825830657008495,判断,はんだん
618,4.822697998516666,家族,かぞく
620,4.821087692210562,向け,むけ
624,4.816645932434619,勉強,べんきょう
626,4.811940423184356,期待,きたい
628,4.807294370078226,全く,まったく
633,4.803775112855147,効果,こうか
634,4.802298250099019,検討,けんとう
637,4.798514106063782,普通,ふつう
639,4.7962862904635415,政策,せいさく
642,4.792479284293085,行動,こうどう
644,4.784654387961886,年間,ねんかん
647,4.781054400818041,当時,とうじ
650,4.772885590392685,持つ,もつ
655,4.761831996001468,購入,こうにゅう
658,4.75711844226015,監督,かんとく
659,4.756774770119986,意識,いしき
666,4.738476553296317,生産,せいざん
667,4.73523307028626,表現,ひょうげん
668,4.73444252169223,戦争,せんそう
672,4.727210811897116,決定,けってい
680,4.720550337028164,法律,ほうりつ
682,4.718141664647252,機関,きかん
684,4.7098904967584945,大きく,おおきく
690,4.700753055881822,対象,たいしょう
692,4.697567035254059,現実,げんじつ
694,4.696015869287668,対策,たいさく
695,4.692356547667007,作業,さぎょう
696,4.688775769842889,価値,かち
699,4.686473637052126,一部,いちぶ
702,4.6828716936519434,新聞,しんぶん
703,4.682501528924415,一方,ひとかた
710,4.6682388774550745,大臣,だいじん
715,4.662117466429841,毎日,まいにち
721,4.655958352820196,会議,かいぎ
724,4.654150808209713,指摘,してき
725,4.652912181973512,書く,かく
727,4.651290121601645,製品,せいひん
728,4.651003602331263,変化,へんげ
729,4.649091373046019,結局,けっきょく
730,4.6488042230081525,消費,しょうひ
731,4.647271362006727,保険,ほけん
733,4.643236386794547,具体,ぐたい
734,4.6418877689232545,人生,じんせい
736,4.638701669196884,米国,べいこく
739,4.633174382397688,精神,せいしん
741,4.6313251434649425,過去,かこ
745,4.625658852415406,近く,ちかく
747,4.6233047561835745,能力,のうりき
748,4.62173227428707,指導,しどう
750,4.617296365785932,更新,こうしん
751,4.615813346086571,強い,こわい
753,4.614328123772857,公開,こうかい
755,4.611450423945242,皆さん,みなさん
761,4.598850257243272,担当,たんとう
765,4.596028528070808,旅行,りょこう
775,4.579031528378397,行政,ぎょうせい
779,4.571716809728872,資料,しりょう
780,4.570268133978827,部屋,へや
781,4.5685062016165,行為,こうい
782,4.567572155572773,平成,へいせい
788,4.5591262474866845,設定,せってい
790,4.555874894263214,成功,せいこう
792,4.5541926312232235,努力,どりょく
795,4.552191261197205,与え,あたえ
796,4.550714000192032,団体,だんたい
798,4.54944603721573,支援,しえん
800,4.548494008794535,自己,じこ
802,4.548070593947519,年度,ねんど
803,4.547964712217312,運動,うんどう
804,4.546163005408059,構造,こうぞう
805,4.546056921495585,特別,とくべつ
807,4.543294782270004,解決,かいけつ
809,4.5409516136614405,完全,かんぜん
810,4.540418308758395,欲しい,ほしい
811,4.5398847192894625,限り,かぎり
817,4.533996366533566,男性,だんせい
818,4.533674184283021,結構,けっこう
819,4.533244446416503,出る,でる
820,4.533244446416503,産業,さんぎょう
823,4.529476341618891,流れ,ながれ
826,4.524502282920637,人気,じんき
828,4.52406858455105,過ぎ,すぎ
830,4.521353699894981,最終,さいしゅう
833,4.514479320703587,保護,ほご
840,4.509319860331257,開催,かいさい
841,4.5090997172373575,方向,ほうこう
842,4.508989627514122,改革,かいかく
843,4.508659285607248,検索,けんさく
848,4.499253960396542,健康,けんこう
851,4.497584975308154,認め,みとめ
853,4.4927850553933,時期,じき
854,4.492337377713747,料理,りょうり
855,4.489534842389166,考え方,かんがえかた
857,4.48919800973567,医療,いりょう
858,4.487961985082551,金融,きんゆう
859,4.487287145331375,試験,しけん
862,4.483002552013884,立場,たちば
863,4.482776537774025,契約,けいやく
866,4.47597224751641,条件,じょうけん
867,4.47551697776122,放送,ほうそう
869,4.473237514727265,全国,ぜんこく
874,4.467056883858457,作成,さくせい
876,4.464412748271829,成長,せいちょう
877,4.464182492687113,施設,しせつ
880,4.460606734796738,登場,とうじょう
884,4.458871928370792,実現,じつげん
885,4.458408804592687,友人,ゆうじん
889,4.454114711068136,海外,かいがい
891,4.452252079563379,実施,じっし
892,4.451552697322492,昨年,さくねん
894,4.445705411337064,病院,びょういん
896,4.443709519861466,認識,にんしき
899,4.439351701293151,段階,だんかい
900,4.439115601658009,発生,はっせい
901,4.437697832044342,反対,はんたい
902,4.436159643253809,期間,きかん
908,4.42484663185681,主張,しゅちょう
909,4.422568589986819,変更,へんこう
914,4.419563238202608,番組,ばんぐみ
916,4.418961082466945,今度,こんど
921,4.411828125910672,続き,つづき
922,4.411585436915426,準備,じゅんび
924,4.410978456623649,処理,しょり
928,4.4075725416416205,動き,うごき
930,4.406597288608086,絶対,ぜったい
932,4.404154986746883,結婚,けっこん
933,4.403788126455395,社長,しゃちょう
935,4.403176393396616,体験,たいけん
938,4.40207432997766,発言,はつげん
940,4.39974375547904,都市,とし
943,4.397161522258152,機会,きかい
944,4.396792086874355,展開,てんかい
945,4.395312978999616,授業,じゅぎょう
948,4.390242789445222,自体,じたい
949,4.388381400311889,興味,きょうみ
950,4.387884444158041,掲載,けいさい
957,4.372355014977151,週間,しゅうかん
958,4.371471120734365,負担,ふたん
961,4.368814740701651,最大,さいだい
962,4.368688070234701,無料,むりょう
963,4.3665322137152325,相談,そうだん
964,4.3665322137152325,注意,ちゅうい
970,4.3576058601322,全部,ぜんぶ
972,4.354141431184346,開始,かいし
975,4.35040696029342,面白い,おもしろい
977,4.349761674086606,分析,ぶんせき
979,4.348599108561364,入る,いる
980,4.348599108561364,同時に,どうじに
981,4.3483405770190755,詳細,しょうさい
985,4.341725337900356,読み,よみ
987,4.340944189572651,予算,よさん
989,4.340683671139499,目標,もくひょう
991,4.340553386467307,通信,つうしん
995,4.338074747144699,分野,ぶんや
1007,4.327042326341122,発見,はっけん
1009,4.322541987838989,最高,さいこう
1015,4.3173547713132985,銀行,ぎんこう
1016,4.3172214113077665,終了,しゅうりょう
1017,4.31655434437622,事務,じむ
1021,4.312274546483423,大会,たいかい
1022,4.311738281555704,練習,れんしゅう
1031,4.307976353163715,同様,どうよう
1032,4.307841736484505,小さな,ちいさな
1035,4.307168381129456,共通,きょうつう
1037,4.306494572061445,現代,ヒュンダイ
1038,4.305550475963268,被害,ひがい
1039,4.305145590337925,住宅,じゅうたく
1040,4.304200219209376,選挙,せんきょ
1042,4.3031186995690085,新た,あらた
1044,4.301900590194597,大事,だいじ
1047,4.297829475873126,批判,ひはん
1051,4.291007236286713,心配,しんぱい
1052,4.289637185380534,本日,ほんじつ
1053,4.289362949810462,残念,ざんねん
1057,4.285102653392156,業界,ぎょうかい
1058,4.284689401784925,相当,そうとう
1060,4.284138133854756,議員,ぎいん
1061,4.282620578207235,業務,ぎょうむ
1064,4.281791848878036,攻撃,こうげき
1067,4.279024447084182,近い,ちかい
1069,4.27763786893635,世紀,せいき
1070,4.277360322445531,演奏,えんそう
1071,4.275832438267478,家庭,かてい
1073,4.27513717299578,直接,ちょくせつ
1077,4.270955399408094,構成,こうせい
1084,4.266756065129537,記憶,きおく
1092,4.263383854543109,付け,づけ
1094,4.2623981472183505,感じる,かんじる
1095,4.2621163380013245,市民,しみん
1098,4.259011183777335,資金,しきん
1101,4.258162647451496,危険,きけん
1102,4.257313390500241,運営,うんえい
1103,4.257030144499197,導入,どうにゅう
1104,4.254903238344689,予想,よそう
1109,4.249637446628136,必ず,かならず
1112,4.245060779600725,発売,はつばい
1115,4.243339114899989,得る,うる
1116,4.243339114899989,話題,わだい
1117,4.242620878856759,建築,けんちく
1118,4.242333439935551,印象,いんしょう
1119,4.241326752570747,出す,だす
1120,4.239742764911457,課題,かだい
1124,4.237000862623624,大きい,おおきい
1140,4.2168571366974925,権利,けんり
1141,4.216267166178905,発展,はってん
1145,4.213460043112263,計算,けいさん
1147,4.212720014957421,種類,しゅるい
1148,4.212720014957421,設計,せっけい
1151,4.2104966389581255,途中,とちゅう
1152,4.209308814022622,気分,きぶん
1153,4.208714372037514,昭和,しょうわ
1154,4.206928922969246,地球,ちきゅう
1155,4.20648206215895,移動,いどう
1157,4.204543354520176,調べ,しらべ
1160,4.202451303547952,発行,はっこう
1162,4.2017030805425994,宗教,しゅうきょう
1163,4.201253877869777,改正,かいせい
1164,4.201104098793634,間違い,まちがい
1165,4.2002049529215775,数字,すうじ
1166,4.199455046624718,若い,わかい
1167,4.198854716425088,覚え,おぼえ
1172,4.196299284745094,不安,ふあん
1173,4.194793033518906,自ら,みずから
1178,4.188593573125208,有名,ゆうめい
1180,4.188290175064628,共同,きょうどう
1181,4.187227556368814,年代,ねんだい
1184,4.185859671057874,要求,ようきゅう
1186,4.183728123356786,教授,きょうじゅ
1188,4.181133692294491,戦略,せんりゃく
1189,4.180828022110237,営業,えいぎょう
1194,4.173617743116608,改善,かいぜん
1195,4.173001695045377,北朝鮮,きたちょうせん
1200,4.169606630055894,撮影,さつえい
1201,4.168678699274803,変え,かえ
1204,4.167285186623816,拡大,かくだい
1206,4.166355098198372,示し,しめし
1208,4.164336934042135,道路,どうろ
1213,4.159820144181012,感謝,かんしゃ
1214,4.157788734778635,感覚,かんかく
1217,4.152298955482657,高校,こうこう
1219,4.146620706787472,買い,かい
1221,4.144245220675559,仕方,しかた
1223,4.140910031369422,実行,じっこう
1226,4.136765278106053,記者,きしゃ
1227,4.136126096237056,通常,つうじょう
1229,4.135486505553276,現状,げんじょう
1230,4.135166556742356,建設,けんせつ
1235,4.131640346965797,先日,せんじつ
1236,4.131640346965797,最新,さいしん
1237,4.131479768884361,中央,ちゅうおう
1245,4.123093975508087,持ち,もち
1247,4.122932019074014,財政,ざいせい
1250,4.119037174812473,追加,ついか
1251,4.118549250918918,不思議,ふしぎ
1254,4.1175726883413075,警察,けいさつ
1256,4.1170840491915905,雑誌,ざっし
1257,4.116758157059001,提案,ていあん
1260,4.115290326737563,大人,たいじん
1265,4.109725664260403,生徒,せいと
1267,4.106931677727572,戻る,もどる
1271,4.103964805599091,活用,かつよう
1273,4.103304303593573,交換,こうかん
1275,4.101981989351311,整備,せいび
1277,4.0999952337309145,規定,きてい
1278,4.0991662525013135,想像,そうぞう
1286,4.093677673234397,規模,きぼ
1290,4.09016919081162,比較,ひかく
1291,4.088996955895506,法人,ほうじん
1293,4.087487774758888,犯罪,はんざい
1294,4.086984207815808,午前,ごぜん
1295,4.085640121591955,会長,かいちょう
1298,4.081596989399598,平和,へいわ
1299,4.081596989399598,基礎,きそ
1300,4.080245637842599,特定,とくてい
1305,4.076350298849822,画像,がぞう
1307,4.076180591594429,少年,しょうねん
1308,4.075161742805327,安定,あんてい
1309,4.073291153024268,実験,じっけん
1312,4.070905330488338,本人,ほんにん
1314,4.070734696582967,国会,こっかい
1316,4.070222620101691,患者,かんじゃ
1319,4.068171687918078,会場,かいじょう
1326,4.065773605234065,電子,でんし
1327,4.064400685849028,小説,しょうせつ
1331,4.060787778693258,注目,ちゅうもく
1332,4.060787778693258,食事,しょくじ
1336,4.0578534536396855,維持,いじ
1340,4.056469609793174,範囲,はんい
1342,4.055430468722875,常に,つねに
1343,4.0547371076273215,著作,ちょさく
1346,4.053001598687718,合わせ,あわせ
1350,4.049347196291365,理論,りろん
1352,4.048998460455224,日常,にちじょう
1354,4.048126088420487,業者,ぎょうしゃ
1355,4.04795152265239,回答,かいとう
1356,4.046379057927225,体制,たいせい
1358,4.0421736898931915,調整,ちょうせい
1359,4.041998081849892,訴訟,そしょう
1362,4.04006435530903,住民,じゅうみん
1364,4.038126882223872,疑問,ぎもん
1366,4.034417613641752,失敗,しっぱい
1370,4.028204759717556,資本,しほん
1371,4.027135812528651,事情,じじょう
1373,4.0255302462217415,応援,おうえん
1376,4.024279687773813,感想,かんそう
1377,4.0237432550385535,解説,かいせつ
1382,4.018902367055242,公共,こうきょう
1383,4.018722624087202,民間,みんかん
1386,4.016022595446631,弁護士,べんごし
1387,4.01349597435878,裁判,さいばん
1389,4.012230265845172,建物,たてもの
1392,4.01041932728434,措置,そち
1393,4.009331187895144,続ける,つづける
1395,4.008241863168689,に対し,にたいし
1397,4.00460218672124,本来,ほんらい
1399,4.00277736869661,一体,いったい
1400,4.002594703612533,宇宙,うちゅう
1409,3.9967317333551002,伝え,つたえ
1412,3.993602992420569,採用,さいよう
1418,3.98935434836447,以来,いらい
1419,3.9887988442301956,首相,しゅしょう
1420,3.9887988442301956,推進,すいしん
1422,3.985830932572866,確保,かくほ
1423,3.985830932572866,動物,どうぶつ
1424,3.984529696214894,買う,かう
1425,3.984157603187345,検査,けんさ
1426,3.984157603187345,映像,えいぞう
1428,3.982667844997478,信頼,しんらい
1430,3.9822950584134778,要素,ようそ
1435,3.9761239308346696,人物,じんぶつ
1436,3.972929940331668,規制,きせい
1437,3.97198858659558,空間,くうかん
1440,3.9685923569160404,方針,ほうしん
1445,3.965563772356176,審議,しんぎ
1446,3.965374180925141,競争,きょうそう
1448,3.9642358768750805,設置,せっち
1449,3.9640460334952983,続く,つづく
1453,3.9623358193017353,全然,ぜんぜん
1454,3.960813169597578,費用,ひよう
1455,3.9600509744387278,株式会社,かぶしきがいしゃ
1457,3.9592881978952605,大統領,だいとうりょう
1460,3.957951937316546,指定,してい
1462,3.9510513923956245,感情,かんじょう
1465,3.948354934675536,京都,きょうと
1472,3.9394436010041383,仲間,なかま
1476,3.9367156180185177,整理,せいり
1477,3.936325297951111,協会,きょうかい
1479,3.935348830731643,離れ,ばなれ
1482,3.9331972406595526,多数,たすう
1487,3.928486731458811,安心,あんじん
1490,3.926911617921897,独立,どくりつ
1492,3.9263203101289705,読者,どくしゃ
1497,3.921379100352171,傾向,けいこう
1501,3.9168115221599433,正しい,ただしい
1502,3.916612457761953,誕生,たんじょう
1505,3.9130225057612296,与える,あたえる
1513,3.9084165098340344,参照,さんしょう
1516,3.9056024376252236,地元,じもと
1520,3.903990833730882,明確,めいかく
1523,3.902376628376341,特徴,とくちょう
1525,3.901366425239617,疲れ,づかれ
1529,3.898329678296143,別に,べつに
1530,3.8969093676180977,魅力,みりょく
1531,3.896503193770109,人口,じんこう
1534,3.8956903508072482,負け,まけ
1538,3.8934516198427107,手段,しゅだん
1539,3.8932478501018117,有効,ゆうこう
1542,3.8918202981106265,入力,にゅうりょく
1545,3.8912078657142257,集中,しゅうちゅう
1552,3.885062823845363,現象,げんしょう
1555,3.8834177484178114,感動,かんどう
1556,3.8834177484178114,申し,もうし
1559,3.878879786834892,禁止,きんし
1563,3.8753590210565547,実践,じっせん
1566,3.8716175907931074,職員,しょくいん
1567,3.871409322542849,理事,りじ
1568,3.870992655870154,会員,かいいん
1572,3.8689067143545177,従来,じゅうらい
1575,3.8668164125900666,農業,のうぎょう
1576,3.865979066926739,用意,ようい
1577,3.865560131017805,運用,うんよう
1578,3.8651410195280156,世代,せだい
1580,3.8645120227570944,強化,きょうか
1581,3.8645120227570944,納得,なっとく
1582,3.8640924716705958,周り,まわり
1583,3.8636727444870993,収入,しゅうにゅう
1588,3.86220231044419,未来,みらい
1589,3.861571461932048,社員,しゃいん
1593,3.859676525055937,教会,きょうかい
1594,3.859676525055937,舞台,ぶたい
1595,3.8590440806372595,前回,ぜんかい
1596,3.8584112359794966,年金,ねんきん
1597,3.85798911693566,もう少し,もうすこし
1599,3.856510295497887,交通,こうつう
1601,3.856510295497887,教師,きょうし
1602,3.856510295497887,料金,りょうきん
1608,3.8484440237852744,集め,あつめ
1610,3.8471644330796493,株式,かぶしき
1611,3.8467375387295166,求める,もとめる
1612,3.84652402319545,上昇,じょうしょう
1613,3.8443863567123344,否定,ひてい
1615,3.8416005411316,完成,かんせい
1618,3.8396673432360053,修正,しゅうせい
1619,3.8383764652598478,電車,でんしゃ
1623,3.8370839187636525,向上,こうじょう
1625,3.834709902325476,野球,やきゅう
1627,3.833845224364122,姿勢,しせい
1629,3.830596006732417,訪問,ほうもん
1630,3.830161978947826,引用,いんよう
1632,3.827771452980555,視点,してん
1633,3.8273361972609523,小学校,しょうがっこう
1637,3.8249388985210326,効率,こうりつ
1641,3.8207845249938748,会話,かいわ
1645,3.8188106237059674,小さい,ちいさい
1646,3.816832818424397,解釈,かいしゃく
1650,3.8148510936758724,資産,しさん
1653,3.813086257568122,結論,けつろん
1654,3.8119816512479194,大丈夫,だいじょうふ
1655,3.8110970868381853,低い,ひくい
1659,3.8084386891715756,製造,せいぞう
1661,3.80732893431348,困難,こんなん
1665,3.8051057230820686,適用,てきよう
1666,3.804883129870243,母親,ははおや
1668,3.8044377947482086,取材,しゅざい
1671,3.8028775581673484,集団,しゅうだん
1673,3.802431328798052,卒業,そつぎょう
1676,3.799525974201,画面,がめん
1678,3.797285327957723,資格,しかく
1679,3.7966121539168185,時点,じてん
1680,3.796387661829222,病気,やまいけ
1682,3.7954891891721947,更に,さらに
1683,3.7952644448179504,活躍,かつやく
1694,3.7884985191426486,限定,げんてい
1697,3.7844168808229997,詳しく,くわしく
1698,3.783734985126615,工事,こうじ
1704,3.780774718818192,正直,しょうじき
1705,3.7805466426397603,原則,げんそく
1706,3.780318514430718,自動車,じどうしゃ
1709,3.778948651202804,部門,ぶもん
1710,3.7784916128036232,女の子,めのこ
1711,3.7784916128036232,出演,しゅつえん
1712,3.778034365424829,民族,みんぞく
1713,3.778034365424829,充実,じゅうじつ
1715,3.776203282285611,講演,こうえん
1717,3.7752864818546747,瞬間,しゅんかん
1719,3.7750571503549883,交流,こうりゅう
1720,3.7741392980647595,大量,たいりょう
1724,3.7729907967325884,革命,かくめい
1725,3.7727609380946383,成果,せいか
1730,3.770689829311502,標準,ひょうじゅん
1735,3.767690634538226,遊び,あそび
1736,3.76630335107874,背景,はいけい
1737,3.76630335107874,政権,せいけん
1740,3.765145809567386,協議,きょうぎ
1742,3.764914140389934,関心,かんしん
1743,3.764914140389934,勝手,かって
1744,3.763290951627747,一覧,いちらん
1747,3.7612001156935624,伝統,でんとう
1749,3.757472245579548,民主,みんしゅ
1750,3.756771720156855,制限,せいげん
1751,3.7563044304287256,投票,とうひょう
1758,3.749739342370699,心理,しんり
1759,3.7492687541267204,大体,だいたい
1761,3.7483269127573564,掲示板,けいじばん
1763,3.747384183486499,番号,ばんごう
1765,3.7471483622379123,前提,ぜんてい
1771,3.744314161002037,突然,とつぜん
1774,3.7431308689458525,半分,はんぷん
1775,3.7428940424201746,思想,しそう
1778,3.7398101827824792,請求,せいきゅう
1780,3.7383836490170252,正確,せいかく
1781,3.7383836490170252,教室,きょうしつ
1783,3.7379076851812907,周辺,しゅうへん
1787,3.7369550773454994,立て,だて
1788,3.7350471349589434,不足,ふそく
1791,3.734091796935484,法案,ほうあん
1802,3.7293013686128513,世の中,よのなか
1804,3.72834052299485,取得,しゅとく
1805,3.7281001672672174,項目,こうもく
1808,3.727619282429867,性格,せいかく
1809,3.7273787532645457,連れ,づれ
1810,3.7271381662310263,次第,しだい
1813,3.7240052560893107,多分,たぶん
1814,3.723763855967438,地区,ちく
1817,3.722797672317397,長期,ちょうき
1819,3.720620339897999,達成,たっせい
1820,3.7198935076431057,著者,ちょしゃ
1823,3.717466910965849,示す,しめす
1824,3.717466910965849,展示,てんじ
1827,3.712595980731252,後半,こうはん
1829,3.7103962975761857,到着,とうちゃく
1834,3.7089271494177143,操作,そうさ
1836,3.707701208354524,便利,べんり
1837,3.706964921660321,支配,しはい
1839,3.706719372242267,何とか,なんとか
1840,3.7059823620135983,講座,こうざ
1841,3.7059823620135983,現地,げんち
1842,3.7049988359938193,態度,たいど
1846,3.7037680666076866,審査,しんさ
1848,3.702535780561422,過程,かてい
1849,3.7020424406402173,研修,けんしゅう
1851,3.701548857214599,長官,ちょうかん
1855,3.6998193941522706,連続,れんぞく
1857,3.6990772790903823,空気,くうき
1863,3.696847623763113,単純,たんじゅん
1864,3.695606774863363,嬉しい,うれしい
1866,3.6946129859616965,予約,よやく
1867,3.6933693593867885,構築,こうちく
1869,3.6928714753834737,論文,ろんぶん
1875,3.6896291730044823,継続,けいぞく
1876,3.688129172723232,内部,ないぶ
1878,3.6876286722122837,生命,せいめい
1879,3.6871279210751298,所得,しょとく
1880,3.686376323895818,制作,せいさく
1882,3.684620397193553,単位,たんい
1883,3.684620397193553,自信,じしん
1895,3.6775656942136625,距離,きょり
1897,3.6768068728796672,恋愛,れんあい
1900,3.6757942145652804,運転,うんてん
1901,3.675034047291883,支持,しじ
1902,3.675034047291883,確実,かくじつ
1904,3.674273301724574,日間,にっかん
1908,3.6727500721840527,交渉,こうしょう
1909,3.6724959748634123,司法,しほう
1913,3.6676558176623093,普段,ふだん
1914,3.6676558176623093,方式,ほうしき
1915,3.66714496196793,出席,しゅっせき
1916,3.6658666798048634,金利,きんり
1925,3.6630486940794147,危機,きき
1926,3.660994250624401,次に,つぎに
1927,3.660737148167656,募集,ぼしゅう
1929,3.6584202466292277,休み,やすみ
1930,3.6563562624083765,自宅,じたく
1931,3.6563562624083765,深い,ふかい
1932,3.6563562624083765,上記,じょうき
1934,3.656097964589557,人権,じんけん
1936,3.6558396000357365,複雑,ふくざつ
1939,3.652734007477583,逮捕,たいほ
1945,3.648057459593681,取る,とる
1946,3.6472759042588607,証明,しょうめい
1947,3.6470152500152375,概念,がいねん
1952,3.6449275665847534,単に,たんに
1953,3.6438820881832004,今週,こんしゅう
1954,3.6436205477083212,空港,くうこう
1955,3.6430972614588084,適切,てきせつ
1956,3.6428355156125294,財産,ざいさん
1957,3.641525757730466,判決,はんけつ
1958,3.6410013738694724,作家,さっか
1962,3.6394265703944058,迎え,むかえ
1963,3.6391638618680036,思考,しこう
1964,3.6378492830011573,接続,せつぞく
1967,3.636532973741727,形式,けいしき
1968,3.635214929528243,違反,いはん
1969,3.6325736179028416,義務,ぎむ
1971,3.6304555339762192,再生,さいせい
1972,3.6301904577652566,破壊,はかい
1974,3.627801604605346,国務大臣,こくむだいじん
1977,3.6259396543400624,止め,どめ
1981,3.624607564093796,公式,こうしき
1982,3.623540612805596,場面,ばめん
1985,3.622739651609391,年生,ねんせい
1990,3.620600613360642,就職,しゅうしょく
1993,3.6192613872330663,派遣,はけん
2000,3.615501984309161,定義,ていぎ
2002,3.6130777406976544,超え,ごえ
2005,3.6111881463980646,約束,やくそく
2010,3.6084825170419075,出身,しゅっしん
2011,3.6079405116085845,局長,きょくちょう
2014,3.60576954739093,事項,じこう
2015,3.6054978451748854,観点,かんてん
2017,3.602231647388264,趣味,しゅみ
2022,3.5989547465859495,出発,しゅっぱつ
2023,3.597860055726768,語る,かたる
2025,3.597312260588446,会計,かいけい
2026,3.5970382504483562,残り,のこり
2028,3.5964900048205886,記述,きじゅつ
2029,3.5964900048205886,形成,けいせい
2030,3.596215769250517,資源,しげん
2033,3.5948434621873417,事例,じれい
2034,3.594019173089976,金額,きんがく
2037,3.5931942039795284,と共に,とともに
2038,3.5923685537330923,立ち,たち
2043,3.591542221224979,成立,せいりつ
2046,3.5874002851640823,軍事,ぐんじ
2047,3.5871235451595487,訓練,くんれん
2049,3.584629432740137,食品,しょくひん
2056,3.5796224681769866,不明,ふめい
2058,3.57906458810673,内閣,ないかく
2059,3.5773890780805733,北海道,ほっかいどう
2063,3.574870537502069,裁判所,さいばんしょ
2064,3.574870537502069,挑戦,ちょうせん
2071,3.571502585960364,物質,ぶっしつ
2074,3.5700959181239695,手法,しゅほう
2075,3.5689691574413787,保存,ほぞん
2076,3.5689691574413787,相互,そうご
2078,3.5672766323546874,依頼,いらい
2082,3.5638829639392506,設備,せつび
2087,3.5590554662777354,国連,こくれん
2089,3.5579161895951237,季節,きせつ
2093,3.5553480614894135,意思,いし
2095,3.5539184686798198,実態,じったい
2096,3.5539184686798198,当初,とうしょ
2100,3.5524868292083815,装置,そうち
2103,3.55162686068756,被告,ひこく
2104,3.55047908437791,所有,しょゆう
2105,3.550191934340043,防止,ぼうし
2106,3.550191934340043,日時,にちじ
