Rank,Word,Kana,Log Frequency
876,成長,せいちょう,4.464412748271829
877,施設,しせつ,4.464182492687114
880,登場,とうじょう,4.460606734796738
881,知識,ちしき,4.460260014192283
884,実現,じつげん,4.458871928370793
885,友人,ゆうじん,4.458408804592688
886,早く,はやく,4.4581771622474315
889,海外,かいがい,4.454114711068136
891,実施,じっし,4.452252079563379
892,昨年,さくねん,4.451552697322492
894,病院,びょういん,4.445705411337064
896,認識,にんしき,4.443709519861466
899,段階,だんかい,4.439351701293151
900,発生,はっせい,4.439115601658009
901,反対,はんたい,4.437697832044343
902,期間,きかん,4.436159643253809
906,午後,ごご,4.429387206033719
908,主張,しゅちょう,4.42484663185681
909,変更,へんこう,4.422568589986818
914,番組,ばんぐみ,4.419563238202607
916,今度,こんど,4.418961082466944
919,入り,いり,4.413404170366137
921,続き,つづき,4.411828125910671
922,準備,じゅんび,4.411585436915426
924,処理,しょり,4.410978456623649
928,動き,うごき,4.4075725416416205
930,絶対,ぜったい,4.406597288608086
932,結婚,けっこん,4.4041549867468825
933,社長,しゃちょう,4.403788126455394
935,体験,たいけん,4.403176393396616
937,基準,きじゅん,4.402809173856411
938,発言,はつげん,4.402074329977659
940,都市,とし,4.39974375547904
943,機会,きかい,4.397161522258152
944,展開,てんかい,4.396792086874355
945,授業,じゅぎょう,4.395312978999615
948,自体,じたい,4.390242789445222
949,興味,きょうみ,4.388381400311889
950,掲載,けいさい,4.387884444158042
952,編集,へんしゅう,4.382026634673881
956,話し,はなし,4.373490303651595
957,週間,しゅうかん,4.372355014977151
958,負担,ふたん,4.371471120734365
961,最大,さいだい,4.3688147407016515
962,無料,むりょう,4.368688070234701
963,相談,そうだん,4.3665322137152325
964,注意,ちゅうい,4.3665322137152325
970,全部,ぜんぶ,4.3576058601322
972,開始,かいし,4.354141431184346
975,面白い,おもしろい,4.35040696029342
977,分析,ぶんせき,4.349761674086606
980,同時に,どうじに,4.348599108561364
981,詳細,しょうさい,4.348340577019075
982,先ほど,さきほど,4.346658490836091
985,読み,よみ,4.341725337900356
986,将来,しょうらい,4.340944189572651
987,予算,よさん,4.340944189572651
991,通信,つうしん,4.340553386467307
994,長い,ながい,4.338858139272503
995,分野,ぶんや,4.338074747144699
1002,作る,つくる,4.333230220484919
1004,時刻,じこく,4.332311042427949
1007,発見,はっけん,4.327042326341122
1009,最高,さいこう,4.3225419878389895
1011,聞き,きき,4.318421011584911
1015,銀行,ぎんこう,4.317354771313298
1016,終了,しゅうりょう,4.317221411307766
1017,事務,じむ,4.316554344376219
1018,出版,しゅっぱん,4.31508522892
1019,連絡,れんらく,4.31508522892
1021,大会,たいかい,4.312274546483423
1022,練習,れんしゅう,4.311738281555703
1027,少ない,すくない,4.309455941839047
1031,同様,どうよう,4.307976353163715
1032,小さな,ちいさな,4.307841736484505
1034,大阪,おおさか,4.307303088477945
1035,共通,きょうつう,4.307168381129456
1038,被害,ひがい,4.305550475963267
1039,住宅,じゅうたく,4.305145590337924
1040,選挙,せんきょ,4.304200219209375
1042,新た,あらた,4.3031186995690085
1047,批判,ひはん,4.297829475873126
1048,報道,ほうどう,4.297557478047431
1051,心配,しんぱい,4.291007236286713
1052,本日,ほんじつ,4.289637185380534
1053,残念,ざんねん,4.289362949810462
1057,業界,ぎょうかい,4.285102653392156
1058,相当,そうとう,4.284689401784925
1060,議員,ぎいん,4.284138133854756
1061,業務,ぎょうむ,4.282620578207235
1064,攻撃,こうげき,4.281791848878036
1067,近い,ちかい,4.279024447084182
1069,世紀,せいき,4.27763786893635
1070,演奏,えんそう,4.277360322445531
1071,家庭,かてい,4.275832438267478
1073,直接,ちょくせつ,4.27513717299578
1077,構成,こうせい,4.270955399408094
1082,希望,きぼう,4.268157803514369
1084,記憶,きおく,4.266756065129537
1089,取引,とりひき,4.2642279738954265
1092,付け,づけ,4.263383854543109
1094,感じる,かんじる,4.2623981472183505
1095,市民,しみん,4.262116338001324
1097,上げ,あげ,4.259859000699674
1098,資金,しきん,4.259011183777335
1100,友達,ともだち,4.258304120182863
1101,危険,きけん,4.2581626474514955
1102,運営,うんえい,4.25731339050024
1103,導入,どうにゅう,4.257030144499196
1104,予想,よそう,4.254903238344689
1109,必ず,かならず,4.249637446628136
1112,発売,はつばい,4.245060779600724
1116,話題,わだい,4.243339114899988
1117,建築,けんちく,4.2426208788567585
1118,印象,いんしょう,4.24233343993555
1119,出す,だす,4.241326752570746
1120,課題,かだい,4.239742764911457
1124,大きい,おおきい,4.237000862623624
1127,聞く,きく,4.231639696410273
1134,使い,つかい,4.221270855794487
1135,学習,がくしゅう,4.21980177957905
1140,権利,けんり,4.2168571366974925
1141,発展,はってん,4.2162671661789055
1142,記録,きろく,4.215972050343799
1145,計算,けいさん,4.213460043112263
1147,種類,しゅるい,4.212720014957422
1148,設計,せっけい,4.212720014957422
1151,途中,とちゅう,4.2104966389581255
1152,気分,きぶん,4.209308814022622
1153,昭和,しょうわ,4.208714372037514
1154,地球,ちきゅう,4.206928922969246
1155,移動,いどう,4.206482062158951
1157,調べ,しらべ,4.204543354520176
1160,発行,はっこう,4.202451303547952
1161,企画,きかく,4.2017030805426
1162,宗教,しゅうきょう,4.2017030805426
1163,改正,かいせい,4.201253877869777
1164,間違い,まちがい,4.2011040987936346
1165,数字,すうじ,4.200204952921578
1166,若い,わかい,4.199455046624718
1167,覚え,おぼえ,4.198854716425088
1172,不安,ふあん,4.196299284745094
1175,広告,こうこく,4.191471272952824
1178,有名,ゆうめい,4.188593573125209
1181,年代,ねんだい,4.187227556368814
1184,要求,ようきゅう,4.185859671057874
1186,教授,きょうじゅ,4.1837281233567865
1188,戦略,せんりゃく,4.181133692294492
1189,営業,えいぎょう,4.180828022110238
1192,役割,やくわり,4.174541104216377
1194,改善,かいぜん,4.173617743116608
1195,北朝鮮,きたちょうせん,4.173001695045377
1200,撮影,さつえい,4.169606630055894
1201,変え,かえ,4.168678699274804
1203,楽しい,たのしい,4.167440117292651
1204,拡大,かくだい,4.167285186623816
1205,色々,いろいろ,4.166975253257008
1206,示し,しめし,4.166355098198373
1207,終わり,おわり,4.165889729385197
1208,道路,どうろ,4.164336934042136
1213,感謝,かんしゃ,4.159820144181012
1214,感覚,かんかく,4.157788734778635
1217,高校,こうこう,4.152298955482657
1219,買い,かい,4.146620706787472
1221,仕方,しかた,4.14424522067556
1223,実行,じっこう,4.140910031369422
1226,記者,きしゃ,4.136765278106052
1227,通常,つうじょう,4.136126096237056
1229,現状,げんじょう,4.135486505553276
1230,建設,けんせつ,4.135166556742356
1235,先日,せんじつ,4.131640346965797
1236,最新,さいしん,4.131640346965797
1237,中央,ちゅうおう,4.13147976888436
1242,物語,ものがたり,4.127295662361787
1245,持ち,もち,4.123093975508087
1247,財政,ざいせい,4.122932019074013
1250,追加,ついか,4.119037174812473
1251,不思議,ふしぎ,4.118549250918918
1254,警察,けいさつ,4.1175726883413075
1256,雑誌,ざっし,4.1170840491915905
1257,提案,ていあん,4.116758157059
1260,大人,たいじん,4.115290326737563
1262,様子,ようす,4.111365546556404
1265,生徒,せいと,4.109725664260403
1268,総合,そうごう,4.106931677727572
1271,活用,かつよう,4.103964805599091
1273,交換,こうかん,4.103304303593573
1274,身体,からだ,4.10280864063423
1275,整備,せいび,4.101981989351312
1277,規定,きてい,4.099995233730915
1278,想像,そうぞう,4.099166252501314
1285,満足,まんぞく,4.093677673234397
1286,規模,きぼ,4.093677673234397
1289,以降,いこう,4.0905038628361625
1290,比較,ひかく,4.09016919081162
1291,法人,ほうじん,4.088996955895506
1293,犯罪,はんざい,4.087487774758888
1294,午前,ごぜん,4.086984207815808
1295,会長,かいちょう,4.085640121591954
1298,平和,へいわ,4.081596989399598
1299,基礎,きそ,4.081596989399598
1300,特定,とくてい,4.080245637842599
1305,画像,がぞう,4.076350298849822
1307,少年,しょうねん,4.076180591594429
1308,安定,あんてい,4.075161742805327
1309,実験,じっけん,4.073291153024268
1312,本人,ほんにん,4.070905330488338
1314,国会,こっかい,4.070734696582967
1316,患者,かんじゃ,4.070222620101691
1319,会場,かいじょう,4.068171687918078
1326,電子,でんし,4.065773605234065
1327,小説,しょうせつ,4.064400685849028
1331,注目,ちゅうもく,4.060787778693258
1332,食事,しょくじ,4.060787778693258
1336,維持,いじ,4.0578534536396855
1340,範囲,はんい,4.056469609793174
1342,常に,つねに,4.055430468722875
1343,著作,ちょさく,4.0547371076273215
1346,合わせ,あわせ,4.053001598687718
1350,理論,りろん,4.0493471962913645
1352,日常,にちじょう,4.048998460455224
1354,業者,ぎょうしゃ,4.048126088420487
1355,回答,かいとう,4.04795152265239
1356,体制,たいせい,4.046379057927225
1358,調整,ちょうせい,4.0421736898931915
1359,訴訟,そしょう,4.041998081849892
1362,住民,じゅうみん,4.04006435530903
1364,疑問,ぎもん,4.038126882223872
1366,失敗,しっぱい,4.034417613641752
1368,知る,しる,4.030872139266527
1370,資本,しほん,4.028204759717555
1371,事情,じじょう,4.027135812528651
1373,応援,おうえん,4.025530246221741
1376,感想,かんそう,4.024279687773814
1377,解説,かいせつ,4.0237432550385535
1382,公共,こうきょう,4.018902367055242
1383,民間,みんかん,4.018722624087202
1385,分かり,わかり,4.018363041199472
1386,弁護士,べんごし,4.016022595446631
1387,裁判,さいばん,4.01349597435878
1389,建物,たてもの,4.012230265845171
1392,措置,そち,4.01041932728434
1393,続ける,つづける,4.009331187895144
1394,組合,くみあい,4.008423499714461
1395,に対し,にたいし,4.008241863168689
1397,本来,ほんらい,4.00460218672124
1398,元気,げんき,4.004419854694114
1399,一体,いったい,4.00277736869661
1400,宇宙,うちゅう,4.002594703612533
1409,伝え,つたえ,3.9967317333551002
1411,お客様,おきゃくさま,3.9948924832504407
1412,採用,さいよう,3.993602992420569
1415,二つ,ふたつ,3.9908341858524357
1416,観光,かんこう,3.9900945408483017
1417,提出,ていしゅつ,3.9900945408483017
1418,以来,いらい,3.98935434836447
1419,首相,しゅしょう,3.9887988442301956
1420,推進,すいしん,3.9887988442301956
1422,確保,かくほ,3.985830932572866
1423,動物,どうぶつ,3.985830932572866
1424,買う,かう,3.984529696214894
1425,検査,けんさ,3.984157603187345
1426,映像,えいぞう,3.984157603187345
1427,比べ,くらべ,3.983226764434478
1428,信頼,しんらい,3.982667844997478
1430,要素,ようそ,3.9822950584134778
1435,人物,じんぶつ,3.9761239308346696
1436,規制,きせい,3.9729299403316674
1439,記念,きねん,3.9699144838439238
1440,方針,ほうしん,3.9685923569160404
1445,審議,しんぎ,3.965563772356176
1446,競争,きょうそう,3.965374180925141
1447,行い,おこない,3.9649948901942516
1448,設置,せっち,3.9642358768750805
1449,続く,つづく,3.964046033495298
1450,位置,いち,3.964046033495298
1451,入れる,いれる,3.9636662385799846
1453,全然,ぜんぜん,3.9623358193017353
1454,費用,ひよう,3.960813169597578
1455,株式会社,かぶしきがいしゃ,3.9600509744387278
1457,大統領,だいとうりょう,3.95928819789526
1460,指定,してい,3.9579519373165457
1461,事務所,じむしょ,3.9546992797085823
1462,感情,かんじょう,3.9510513923956245
1465,京都,きょうと,3.948354934675536
1475,取っ,とっ,3.9367156180185177
1476,整理,せいり,3.9367156180185177
1477,協会,きょうかい,3.936325297951111
1482,多数,たすう,3.9331972406595526
1490,独立,どくりつ,3.926911617921897
1492,読者,どくしゃ,3.9263203101289705
1494,雇用,こよう,3.9249392306946924
1497,傾向,けいこう,3.921379100352171
1501,正しい,ただしい,3.9168115221599433
1502,誕生,たんじょう,3.9166124577619534
1505,与える,あたえる,3.9130225057612296
1513,参照,さんしょう,3.9084165098340344
1515,少なくとも,すくなくとも,3.906206120106581
1516,地元,じもと,3.905602437625223
1518,是非,ぜひ,3.9049983904911816
1520,明確,めいかく,3.903990833730882
1523,特徴,とくちょう,3.9023766283763406
1527,皆様,みなさま,3.900355200560464
1529,別に,べつに,3.8983296782961436
1530,魅力,みりょく,3.8969093676180977
1531,人口,じんこう,3.8965031937701093
1534,負け,まけ,3.8956903508072482
1538,手段,しゅだん,3.8934516198427107
1539,有効,ゆうこう,3.893247850101812
1542,入力,にゅうりょく,3.8918202981106265
1545,集中,しゅうちゅう,3.891207865714226
1552,現象,げんしょう,3.885062823845363
1555,感動,かんどう,3.883417748417812
1556,申し,もうし,3.883417748417812
1559,禁止,きんし,3.878879786834892
1563,実践,じっせん,3.8753590210565547
1566,職員,しょくいん,3.8716175907931074
1567,理事,りじ,3.8714093225428488
1568,会員,かいいん,3.8709926558701544
1572,従来,じゅうらい,3.868906714354518
1575,農業,のうぎょう,3.866816412590067
1576,用意,ようい,3.865979066926739
1577,運用,うんよう,3.865560131017805
1578,世代,せだい,3.8651410195280156
1580,強化,きょうか,3.8645120227570944
1581,納得,なっとく,3.8645120227570944
1582,周り,まわり,3.8640924716705958
1583,収入,しゅうにゅう,3.8636727444870993
1584,増加,ぞうか,3.8632528410587166
1586,年齢,ねんれい,3.8630428232064276
1588,未来,みらい,3.8622023104441903
1589,社員,しゃいん,3.861571461932048
1591,食べる,たべる,3.8607297110405954
1593,教会,きょうかい,3.859676525055937
1594,舞台,ぶたい,3.859676525055937
1595,前回,ぜんかい,3.8590440806372595
1596,年金,ねんきん,3.858411235979497
1597,もう少し,もうすこし,3.85798911693566
1599,交通,こうつう,3.856510295497887
1601,教師,きょうし,3.856510295497887
1602,料金,りょうきん,3.856510295497887
1608,集め,あつめ,3.848444023785275
1610,株式,かぶしき,3.8471644330796497
1611,求める,もとめる,3.8467375387295166
1612,上昇,じょうしょう,3.8465240231954505
1613,否定,ひてい,3.844386356712335
1614,機械,きかい,3.8422441108202294
1615,完成,かんせい,3.8416005411316
1616,大好き,だいすき,3.840956556994286
1618,修正,しゅうせい,3.839667343236006
1619,電車,でんしゃ,3.8383764652598478
1620,一応,いちおう,3.8372994592322094
1623,向上,こうじょう,3.8370839187636525
1625,野球,やきゅう,3.834709902325476
1627,姿勢,しせい,3.833845224364122
1629,訪問,ほうもん,3.830596006732417
1630,引用,いんよう,3.8301619789478254
1632,視点,してん,3.827771452980555
1633,小学校,しょうがっこう,3.8273361972609523
1634,電気,でんき,3.8258113086090804
1637,効率,こうりつ,3.8249388985210326
1638,芸術,げいじゅつ,3.824065726669004
1639,繰り返し,くりかえし,3.8238473145244205
1641,会話,かいわ,3.8207845249938748
1643,再び,ふたたび,3.8196883942253503
1645,小さい,ちいさい,3.8188106237059674
1646,解釈,かいしゃく,3.8168328184243974
1648,帰り,かえり,3.8152918164683745
1649,４月,しがつ,3.8150714793516958
1650,資産,しさん,3.8148510936758724
1653,結論,けつろん,3.8130862575681226
1654,大丈夫,だいじょうふ,3.81198165124792
1655,低い,ひくい,3.8110970868381857
1659,製造,せいぞう,3.8084386891715756
1661,困難,こんなん,3.8073289343134804
1663,回復,かいふく,3.8062179465311696
1665,適用,てきよう,3.8051057230820686
1666,母親,ははおや,3.8048831298702424
1668,取材,しゅざい,3.8044377947482086
1670,保障,ほしょう,3.802877558167348
1671,集団,しゅうだん,3.802877558167348
1673,卒業,そつぎょう,3.802431328798052
1674,事態,じたい,3.8015382722528743
1676,画面,がめん,3.799525974201
1678,資格,しかく,3.797285327957723
1679,時点,じてん,3.796612153916818
1682,更に,さらに,3.7954891891721947
1683,活躍,かつやく,3.7952644448179504
1687,言える,いえる,3.7912103852113983
1694,限定,げんてい,3.7884985191426486
1696,医師,いし,3.786913194385302
1697,詳しく,くわしく,3.784416880823
1698,工事,こうじ,3.783734985126615
1702,６月,ろくがつ,3.7823697972012753
1704,正直,しょうじき,3.780774718818192
1705,原則,げんそく,3.7805466426397603
1706,自動車,じどうしゃ,3.780318514430718
1709,部門,ぶもん,3.778948651202804
1711,出演,しゅつえん,3.7784916128036232
1712,民族,みんぞく,3.778034365424829
1713,充実,じゅうじつ,3.778034365424829
1715,講演,こうえん,3.776203282285611
1717,瞬間,しゅんかん,3.775286481854675
1719,交流,こうりゅう,3.775057150354989
1720,大量,たいりょう,3.77413929806476
1721,久しぶり,ひさしぶり,3.773450355564206
1722,美しい,うつくしい,3.772990796732589
1724,革命,かくめい,3.772990796732589
1725,成果,せいか,3.7727609380946383
1727,頂き,いただき,3.77138067562568
1730,標準,ひょうじゅん,3.770689829311502
1736,背景,はいけい,3.76630335107874
1737,政権,せいけん,3.76630335107874
1740,協議,きょうぎ,3.765145809567386
1742,関心,かんしん,3.764914140389934
1743,勝手,かって,3.764914140389934
1744,一覧,いちらん,3.763290951627747
1747,伝統,でんとう,3.7612001156935624
1749,民主,みんしゅ,3.757472245579548
1750,制限,せいげん,3.7567717201568547
1751,投票,とうひょう,3.7563044304287256
1753,値段,ねだん,3.7558369222388173
1754,沖縄,おきなわ,3.7520889675118205
1758,心理,しんり,3.749739342370699
1759,大体,だいたい,3.7492687541267204
1761,掲示板,けいじばん,3.7483269127573564
1763,番号,ばんごう,3.747384183486499
1765,前提,ぜんてい,3.7471483622379123
1767,古い,ふるい,3.7462045207332055
1770,ある程度,あるていど,3.7443141610020367
1771,突然,とつぜん,3.7443141610020367
1775,思想,しそう,3.7428940424201746
1778,請求,せいきゅう,3.7398101827824792
1780,正確,せいかく,3.7383836490170252
1781,教室,きょうしつ,3.7383836490170252
1783,周辺,しゅうへん,3.7379076851812907
1786,３月,さんがつ,3.7369550773454994
1788,不足,ふそく,3.7350471349589434
1791,法案,ほうあん,3.7340917969354845
1792,伺い,うかがい,3.733613785454107
1794,厳しい,きびしい,3.733135545368474
1795,異なる,ことなる,3.7328963395307104
1800,飲み,のみ,3.731220294603461
1802,世の中,よのなか,3.7293013686128518
1805,項目,こうもく,3.728100167267218
1808,性格,せいかく,3.727619282429867
1809,連れ,づれ,3.727378753264546
1810,次第,しだい,3.727138166231027
1813,多分,たぶん,3.7240052560893107
1814,地区,ちく,3.723763855967438
1817,長期,ちょうき,3.722797672317397
1819,達成,たっせい,3.720620339897999
1820,著者,ちょしゃ,3.7198935076431057
1823,示す,しめす,3.717466910965849
1824,展示,てんじ,3.717466910965849
1827,後半,こうはん,3.7125959807312525
1829,到着,とうちゃく,3.7103962975761857
1834,操作,そうさ,3.7089271494177143
